Source;Target;Type;Weight
7;1;undirected;1
7;162;undirected;1
1;162;undirected;1
7;100;undirected;1
7;8;undirected;1
7;163;undirected;1
100;8;undirected;1
100;163;undirected;1
8;163;undirected;1
101;131;undirected;1
