Source;Target;Type;Weight
44;46;undirected;1
44;194;undirected;1
45;46;undirected;1
45;194;undirected;1
46;194;undirected;1
45;46;undirected;1
44;45;undirected;1
44;46;undirected;1
45;46;undirected;1
47;48;undirected;1
47;49;undirected;1
47;50;undirected;1
47;195;undirected;1
48;49;undirected;1
48;50;undirected;1
48;195;undirected;1
49;50;undirected;1
49;195;undirected;1
50;195;undirected;1
47;48;undirected;1
47;49;undirected;1
47;50;undirected;1
47;195;undirected;1
48;49;undirected;1
48;50;undirected;1
48;195;undirected;1
49;50;undirected;1
49;195;undirected;1
50;195;undirected;1
47;48;undirected;1
47;49;undirected;1
47;195;undirected;1
48;49;undirected;1
48;195;undirected;1
49;195;undirected;1
51;37;undirected;1
51;189;undirected;1
37;189;undirected;1
51;147;undirected;1
51;147;undirected;1
51;147;undirected;1
52;196;undirected;1
53;54;undirected;1
53;20;undirected;1
54;20;undirected;1
55;69;undirected;1
46;56;undirected;1
46;159;undirected;1
56;159;undirected;1
47;48;undirected;1
47;49;undirected;1
47;50;undirected;1
47;195;undirected;1
48;49;undirected;1
48;50;undirected;1
48;195;undirected;1
49;50;undirected;1
49;195;undirected;1
50;195;undirected;1
47;48;undirected;1
47;49;undirected;1
47;50;undirected;1
47;195;undirected;1
48;49;undirected;1
48;50;undirected;1
48;195;undirected;1
49;50;undirected;1
49;195;undirected;1
50;195;undirected;1
47;48;undirected;1
47;50;undirected;1
47;195;undirected;1
48;50;undirected;1
48;195;undirected;1
50;195;undirected;1
54;57;undirected;1
54;197;undirected;1
57;197;undirected;1
54;197;undirected;1
58;198;undirected;1
59;37;undirected;1
59;199;undirected;1
37;199;undirected;1
60;84;undirected;1
61;62;undirected;1
61;200;undirected;1
62;200;undirected;1
61;201;undirected;1
63;202;undirected;1
64;203;undirected;1
12;65;undirected;1
65;66;undirected;1
65;67;undirected;1
65;204;undirected;1
66;67;undirected;1
66;204;undirected;1
67;204;undirected;1
68;205;undirected;1
20;21;undirected;1
20;69;undirected;1
21;69;undirected;1
20;69;undirected;1
20;69;undirected;1
20;206;undirected;1
69;206;undirected;1
70;71;undirected;1
70;72;undirected;1
70;73;undirected;1
70;74;undirected;1
70;207;undirected;1
71;72;undirected;1
71;73;undirected;1
71;74;undirected;1
71;207;undirected;1
72;73;undirected;1
72;74;undirected;1
72;207;undirected;1
73;74;undirected;1
73;207;undirected;1
74;207;undirected;1
12;208;undirected;1
75;209;undirected;1
76;210;undirected;1
76;210;undirected;1
77;211;undirected;1
78;141;undirected;1
79;212;undirected;1
51;80;undirected;1
51;81;undirected;1
51;213;undirected;1
80;81;undirected;1
80;213;undirected;1
81;213;undirected;1
79;82;undirected;1
82;214;undirected;1
83;215;undirected;1
84;216;undirected;1
85;217;undirected;1
86;218;undirected;1
87;219;undirected;1
88;37;undirected;1
88;37;undirected;1
88;37;undirected;1
89;136;undirected;1
90;91;undirected;1
90;220;undirected;1
91;220;undirected;1
92;90;undirected;1
92;93;undirected;1
92;221;undirected;1
90;93;undirected;1
90;221;undirected;1
93;221;undirected;1
94;222;undirected;1
95;223;undirected;1
96;224;undirected;1
97;143;undirected;1
97;143;undirected;1
98;10;undirected;1
98;10;undirected;1
98;225;undirected;1
10;225;undirected;1
99;37;undirected;1
99;226;undirected;1
100;101;undirected;1
100;102;undirected;1
100;103;undirected;1
100;104;undirected;1
100;227;undirected;1
101;102;undirected;1
101;103;undirected;1
101;104;undirected;1
101;227;undirected;1
102;103;undirected;1
102;104;undirected;1
102;227;undirected;1
103;104;undirected;1
103;227;undirected;1
104;227;undirected;1
105;174;undirected;1
87;219;undirected;1
88;37;undirected;1
106;228;undirected;1
105;57;undirected;1
105;107;undirected;1
105;197;undirected;1
57;107;undirected;1
57;197;undirected;1
107;197;undirected;1
57;108;undirected;1
57;108;undirected;1
57;108;undirected;1
57;109;undirected;1
108;109;undirected;1
57;108;undirected;1
57;109;undirected;1
57;172;undirected;1
108;109;undirected;1
108;172;undirected;1
109;172;undirected;1
57;197;undirected;1
110;57;undirected;1
110;197;undirected;1
57;197;undirected;1
57;174;undirected;1
111;229;undirected;1
112;230;undirected;1
12;18;undirected;1
37;18;undirected;1
113;114;undirected;1
113;141;undirected;1
114;141;undirected;1
115;201;undirected;1
116;117;undirected;1
116;74;undirected;1
116;207;undirected;1
117;74;undirected;1
117;207;undirected;1
74;207;undirected;1
118;231;undirected;1
118;231;undirected;1
118;231;undirected;1
119;122;undirected;1
119;120;undirected;1
119;121;undirected;1
119;122;undirected;1
119;123;undirected;1
119;124;undirected;1
119;125;undirected;1
119;232;undirected;1
120;121;undirected;1
120;122;undirected;1
120;123;undirected;1
120;124;undirected;1
120;125;undirected;1
120;232;undirected;1
121;122;undirected;1
121;123;undirected;1
121;124;undirected;1
121;125;undirected;1
121;232;undirected;1
122;123;undirected;1
122;124;undirected;1
122;125;undirected;1
122;232;undirected;1
123;124;undirected;1
123;125;undirected;1
123;232;undirected;1
124;125;undirected;1
124;232;undirected;1
125;232;undirected;1
126;233;undirected;1
47;127;undirected;1
47;128;undirected;1
47;234;undirected;1
127;128;undirected;1
127;234;undirected;1
128;234;undirected;1
129;235;undirected;1
130;236;undirected;1
47;48;undirected;1
47;49;undirected;1
47;50;undirected;1
47;195;undirected;1
48;49;undirected;1
48;50;undirected;1
48;195;undirected;1
49;50;undirected;1
49;195;undirected;1
50;195;undirected;1
131;107;undirected;1
37;237;undirected;1
132;238;undirected;1
133;239;undirected;1
134;240;undirected;1
135;240;undirected;1
135;240;undirected;1
135;240;undirected;1
45;69;undirected;1
20;69;undirected;1
69;206;undirected;1
69;206;undirected;1
69;206;undirected;1
69;197;undirected;1
69;197;undirected;1
69;197;undirected;1
136;241;undirected;1
137;46;undirected;1
137;242;undirected;1
46;242;undirected;1
138;243;undirected;1
54;139;undirected;1
54;244;undirected;1
139;244;undirected;1
53;206;undirected;1
113;114;undirected;1
102;140;undirected;1
102;104;undirected;1
140;104;undirected;1
102;140;undirected;1
102;104;undirected;1
140;104;undirected;1
35;188;undirected;1
141;245;undirected;1
142;143;undirected;1
142;246;undirected;1
143;246;undirected;1
144;247;undirected;1
145;248;undirected;1
145;248;undirected;1
146;249;undirected;1
51;147;undirected;1
147;250;undirected;1
148;251;undirected;1
149;252;undirected;1
150;171;undirected;1
151;17;undirected;1
152;253;undirected;1
61;201;undirected;1
153;254;undirected;1
154;255;undirected;1
155;256;undirected;1
156;257;undirected;1
157;258;undirected;1
13;259;undirected;1
158;260;undirected;1
159;197;undirected;1
160;261;undirected;1
21;261;undirected;1
21;261;undirected;1
161;261;undirected;1
162;204;undirected;1
162;204;undirected;1
37;174;undirected;1
163;262;undirected;1
164;263;undirected;1
165;264;undirected;1
166;231;undirected;1
140;104;undirected;1
167;265;undirected;1
168;266;undirected;1
169;267;undirected;1
