Source;Target;Type;Weight
66;68;undirected;1
66;69;undirected;1
66;70;undirected;1
66;11;undirected;1
66;71;undirected;1
66;731;undirected;1
68;69;undirected;1
68;70;undirected;1
68;11;undirected;1
68;71;undirected;1
68;731;undirected;1
69;70;undirected;1
69;11;undirected;1
69;71;undirected;1
69;731;undirected;1
70;11;undirected;1
70;71;undirected;1
70;731;undirected;1
11;71;undirected;1
11;731;undirected;1
71;731;undirected;1
66;68;undirected;1
66;535;undirected;1
68;535;undirected;1
66;171;undirected;1
66;360;undirected;1
66;72;undirected;1
66;49;undirected;1
66;106;undirected;1
72;49;undirected;1
72;106;undirected;1
49;106;undirected;1
66;732;undirected;1
66;73;undirected;1
66;733;undirected;1
73;733;undirected;1
66;16;undirected;1
66;16;undirected;1
66;16;undirected;1
66;16;undirected;1
66;16;undirected;1
66;734;undirected;1
66;74;undirected;1
66;74;undirected;1
66;74;undirected;1
66;75;undirected;1
66;118;undirected;1
74;75;undirected;1
74;118;undirected;1
75;118;undirected;1
66;106;undirected;1
66;76;undirected;1
66;659;undirected;1
76;659;undirected;1
66;618;undirected;1
66;618;undirected;1
66;618;undirected;1
66;735;undirected;1
66;366;undirected;1
66;118;undirected;1
66;469;undirected;1
77;78;undirected;1
77;79;undirected;1
77;106;undirected;1
78;79;undirected;1
78;106;undirected;1
79;106;undirected;1
80;80;undirected;1
80;81;undirected;1
80;82;undirected;1
80;83;undirected;1
80;736;undirected;1
81;82;undirected;1
81;83;undirected;1
81;736;undirected;1
82;83;undirected;1
82;736;undirected;1
83;736;undirected;1
80;84;undirected;1
80;82;undirected;1
80;83;undirected;1
84;82;undirected;1
84;83;undirected;1
82;83;undirected;1
85;85;undirected;1
86;86;undirected;1
86;86;undirected;1
86;86;undirected;1
86;87;undirected;1
86;88;undirected;1
86;89;undirected;1
86;90;undirected;1
86;91;undirected;1
86;92;undirected;1
86;93;undirected;1
86;94;undirected;1
86;95;undirected;1
86;96;undirected;1
86;97;undirected;1
86;98;undirected;1
86;99;undirected;1
86;100;undirected;1
86;101;undirected;1
86;102;undirected;1
86;737;undirected;1
87;88;undirected;1
87;89;undirected;1
87;90;undirected;1
87;91;undirected;1
87;92;undirected;1
87;93;undirected;1
87;94;undirected;1
87;95;undirected;1
87;96;undirected;1
87;97;undirected;1
87;98;undirected;1
87;99;undirected;1
87;100;undirected;1
87;101;undirected;1
87;102;undirected;1
87;737;undirected;1
88;89;undirected;1
88;90;undirected;1
88;91;undirected;1
88;92;undirected;1
88;93;undirected;1
88;94;undirected;1
88;95;undirected;1
88;96;undirected;1
88;97;undirected;1
88;98;undirected;1
88;99;undirected;1
88;100;undirected;1
88;101;undirected;1
88;102;undirected;1
88;737;undirected;1
89;90;undirected;1
89;91;undirected;1
89;92;undirected;1
89;93;undirected;1
89;94;undirected;1
89;95;undirected;1
89;96;undirected;1
89;97;undirected;1
89;98;undirected;1
89;99;undirected;1
89;100;undirected;1
89;101;undirected;1
89;102;undirected;1
89;737;undirected;1
90;91;undirected;1
90;92;undirected;1
90;93;undirected;1
90;94;undirected;1
90;95;undirected;1
90;96;undirected;1
90;97;undirected;1
90;98;undirected;1
90;99;undirected;1
90;100;undirected;1
90;101;undirected;1
90;102;undirected;1
90;737;undirected;1
91;92;undirected;1
91;93;undirected;1
91;94;undirected;1
91;95;undirected;1
91;96;undirected;1
91;97;undirected;1
91;98;undirected;1
91;99;undirected;1
91;100;undirected;1
91;101;undirected;1
91;102;undirected;1
91;737;undirected;1
92;93;undirected;1
92;94;undirected;1
92;95;undirected;1
92;96;undirected;1
92;97;undirected;1
92;98;undirected;1
92;99;undirected;1
92;100;undirected;1
92;101;undirected;1
92;102;undirected;1
92;737;undirected;1
93;94;undirected;1
93;95;undirected;1
93;96;undirected;1
93;97;undirected;1
93;98;undirected;1
93;99;undirected;1
93;100;undirected;1
93;101;undirected;1
93;102;undirected;1
93;737;undirected;1
94;95;undirected;1
94;96;undirected;1
94;97;undirected;1
94;98;undirected;1
94;99;undirected;1
94;100;undirected;1
94;101;undirected;1
94;102;undirected;1
94;737;undirected;1
95;96;undirected;1
95;97;undirected;1
95;98;undirected;1
95;99;undirected;1
95;100;undirected;1
95;101;undirected;1
95;102;undirected;1
95;737;undirected;1
96;97;undirected;1
96;98;undirected;1
96;99;undirected;1
96;100;undirected;1
96;101;undirected;1
96;102;undirected;1
96;737;undirected;1
97;98;undirected;1
97;99;undirected;1
97;100;undirected;1
97;101;undirected;1
97;102;undirected;1
97;737;undirected;1
98;99;undirected;1
98;100;undirected;1
98;101;undirected;1
98;102;undirected;1
98;737;undirected;1
99;100;undirected;1
99;101;undirected;1
99;102;undirected;1
99;737;undirected;1
100;101;undirected;1
100;102;undirected;1
100;737;undirected;1
101;102;undirected;1
101;737;undirected;1
102;737;undirected;1
86;16;undirected;1
86;16;undirected;1
86;16;undirected;1
86;16;undirected;1
86;16;undirected;1
86;16;undirected;1
86;103;undirected;1
86;686;undirected;1
16;103;undirected;1
16;686;undirected;1
103;686;undirected;1
104;105;undirected;1
104;49;undirected;1
104;106;undirected;1
104;738;undirected;1
105;49;undirected;1
105;106;undirected;1
105;738;undirected;1
49;106;undirected;1
49;738;undirected;1
106;738;undirected;1
107;107;undirected;1
107;107;undirected;1
107;107;undirected;1
108;429;undirected;1
108;739;undirected;1
109;109;undirected;1
110;110;undirected;1
111;112;undirected;1
111;113;undirected;1
111;740;undirected;1
112;113;undirected;1
112;740;undirected;1
113;740;undirected;1
114;114;undirected;1
115;310;undirected;1
116;117;undirected;1
116;118;undirected;1
116;741;undirected;1
117;118;undirected;1
117;741;undirected;1
118;741;undirected;1
119;56;undirected;1
120;120;undirected;1
120;120;undirected;1
120;120;undirected;1
120;120;undirected;1
120;120;undirected;1
120;120;undirected;1
120;120;undirected;1
120;120;undirected;1
120;120;undirected;1
120;120;undirected;1
120;120;undirected;1
120;120;undirected;1
120;120;undirected;1
120;120;undirected;1
120;120;undirected;1
120;120;undirected;1
120;120;undirected;1
120;120;undirected;1
120;120;undirected;1
120;121;undirected;1
120;742;undirected;1
121;742;undirected;1
120;121;undirected;1
120;742;undirected;1
121;742;undirected;1
120;121;undirected;1
120;742;undirected;1
121;742;undirected;1
120;122;undirected;1
120;123;undirected;1
120;743;undirected;1
122;123;undirected;1
122;743;undirected;1
123;743;undirected;1
120;744;undirected;1
120;745;undirected;1
120;745;undirected;1
120;124;undirected;1
120;124;undirected;1
120;496;undirected;1
124;496;undirected;1
120;746;undirected;1
120;747;undirected;1
120;125;undirected;1
120;748;undirected;1
125;748;undirected;1
120;748;undirected;1
126;126;undirected;1
127;127;undirected;1
128;129;undirected;1
128;701;undirected;1
129;701;undirected;1
130;62;undirected;1
131;749;undirected;1
132;281;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;133;undirected;1
133;134;undirected;1
133;135;undirected;1
133;136;undirected;1
133;137;undirected;1
134;135;undirected;1
134;136;undirected;1
134;137;undirected;1
135;136;undirected;1
135;137;undirected;1
136;137;undirected;1
133;134;undirected;1
133;137;undirected;1
133;138;undirected;1
133;750;undirected;1
134;137;undirected;1
134;138;undirected;1
134;750;undirected;1
137;138;undirected;1
137;750;undirected;1
138;750;undirected;1
139;139;undirected;1
140;140;undirected;1
140;140;undirected;1
140;140;undirected;1
140;140;undirected;1
140;140;undirected;1
140;140;undirected;1
140;140;undirected;1
140;140;undirected;1
140;140;undirected;1
140;140;undirected;1
140;140;undirected;1
140;140;undirected;1
140;140;undirected;1
140;140;undirected;1
140;140;undirected;1
140;140;undirected;1
140;140;undirected;1
140;140;undirected;1
140;140;undirected;1
140;140;undirected;1
140;140;undirected;1
140;140;undirected;1
140;140;undirected;1
140;140;undirected;1
140;140;undirected;1
140;140;undirected;1
140;140;undirected;1
140;140;undirected;1
140;140;undirected;1
140;140;undirected;1
140;140;undirected;1
140;140;undirected;1
140;140;undirected;1
140;47;undirected;1
140;49;undirected;1
47;49;undirected;1
140;229;undirected;1
140;751;undirected;1
140;752;undirected;1
140;752;undirected;1
140;752;undirected;1
140;752;undirected;1
140;752;undirected;1
140;752;undirected;1
140;141;undirected;1
140;49;undirected;1
140;142;undirected;1
140;753;undirected;1
141;49;undirected;1
141;142;undirected;1
141;753;undirected;1
49;142;undirected;1
49;753;undirected;1
142;753;undirected;1
140;754;undirected;1
140;143;undirected;1
140;755;undirected;1
143;755;undirected;1
140;49;undirected;1
140;49;undirected;1
140;49;undirected;1
140;49;undirected;1
140;49;undirected;1
140;49;undirected;1
140;144;undirected;1
140;142;undirected;1
140;118;undirected;1
49;144;undirected;1
49;142;undirected;1
49;118;undirected;1
144;142;undirected;1
144;118;undirected;1
142;118;undirected;1
140;49;undirected;1
140;144;undirected;1
140;145;undirected;1
140;118;undirected;1
49;144;undirected;1
49;145;undirected;1
49;118;undirected;1
144;145;undirected;1
144;118;undirected;1
145;118;undirected;1
140;49;undirected;1
140;142;undirected;1
49;142;undirected;1
140;144;undirected;1
140;144;undirected;1
140;144;undirected;1
140;144;undirected;1
140;106;undirected;1
140;284;undirected;1
140;118;undirected;1
140;118;undirected;1
140;118;undirected;1
140;49;undirected;1
140;47;undirected;1
49;47;undirected;1
146;49;undirected;1
146;49;undirected;1
147;148;undirected;1
147;48;undirected;1
147;756;undirected;1
148;48;undirected;1
148;756;undirected;1
48;756;undirected;1
147;149;undirected;1
147;48;undirected;1
147;150;undirected;1
149;48;undirected;1
149;150;undirected;1
48;150;undirected;1
147;48;undirected;1
147;48;undirected;1
147;150;undirected;1
147;151;undirected;1
147;152;undirected;1
147;757;undirected;1
48;150;undirected;1
48;151;undirected;1
48;152;undirected;1
48;757;undirected;1
150;151;undirected;1
150;152;undirected;1
150;757;undirected;1
151;152;undirected;1
151;757;undirected;1
152;757;undirected;1
147;48;undirected;1
147;150;undirected;1
147;757;undirected;1
48;150;undirected;1
48;757;undirected;1
150;757;undirected;1
153;153;undirected;1
153;153;undirected;1
153;154;undirected;1
153;694;undirected;1
154;694;undirected;1
153;758;undirected;1
155;155;undirected;1
155;155;undirected;1
156;759;undirected;1
157;157;undirected;1
158;158;undirected;1
121;159;undirected;1
121;160;undirected;1
121;161;undirected;1
121;760;undirected;1
159;160;undirected;1
159;161;undirected;1
159;760;undirected;1
160;161;undirected;1
160;760;undirected;1
161;760;undirected;1
162;761;undirected;1
163;163;undirected;1
163;163;undirected;1
164;164;undirected;1
165;553;undirected;1
68;68;undirected;1
68;68;undirected;1
68;68;undirected;1
68;68;undirected;1
68;68;undirected;1
68;68;undirected;1
68;68;undirected;1
68;68;undirected;1
68;68;undirected;1
68;68;undirected;1
68;68;undirected;1
68;68;undirected;1
68;68;undirected;1
68;68;undirected;1
68;68;undirected;1
68;68;undirected;1
68;68;undirected;1
68;68;undirected;1
68;68;undirected;1
68;68;undirected;1
68;68;undirected;1
68;68;undirected;1
68;68;undirected;1
68;68;undirected;1
68;68;undirected;1
68;68;undirected;1
68;68;undirected;1
68;68;undirected;1
68;68;undirected;1
68;68;undirected;1
68;68;undirected;1
68;68;undirected;1
68;68;undirected;1
68;68;undirected;1
68;68;undirected;1
68;68;undirected;1
68;68;undirected;1
68;68;undirected;1
68;68;undirected;1
68;68;undirected;1
68;68;undirected;1
68;68;undirected;1
68;68;undirected;1
68;68;undirected;1
68;68;undirected;1
68;68;undirected;1
68;68;undirected;1
68;68;undirected;1
68;68;undirected;1
68;68;undirected;1
68;68;undirected;1
68;68;undirected;1
68;68;undirected;1
68;68;undirected;1
68;68;undirected;1
68;68;undirected;1
68;68;undirected;1
68;68;undirected;1
68;68;undirected;1
68;762;undirected;1
68;762;undirected;1
68;762;undirected;1
68;762;undirected;1
68;762;undirected;1
68;762;undirected;1
68;763;undirected;1
68;763;undirected;1
68;763;undirected;1
68;763;undirected;1
68;16;undirected;1
68;11;undirected;1
16;11;undirected;1
68;70;undirected;1
68;11;undirected;1
68;11;undirected;1
68;764;undirected;1
166;166;undirected;1
167;167;undirected;1
167;167;undirected;1
167;167;undirected;1
167;167;undirected;1
167;167;undirected;1
167;167;undirected;1
167;167;undirected;1
167;167;undirected;1
167;167;undirected;1
167;765;undirected;1
167;106;undirected;1
168;169;undirected;1
168;766;undirected;1
169;766;undirected;1
168;169;undirected;1
168;766;undirected;1
169;766;undirected;1
170;170;undirected;1
171;171;undirected;1
171;171;undirected;1
62;268;undirected;1
8;62;undirected;1
8;268;undirected;1
172;172;undirected;1
172;172;undirected;1
47;173;undirected;1
47;49;undirected;1
173;49;undirected;1
47;49;undirected;1
47;49;undirected;1
47;49;undirected;1
47;49;undirected;1
47;49;undirected;1
47;142;undirected;1
49;142;undirected;1
47;49;undirected;1
47;142;undirected;1
49;142;undirected;1
31;31;undirected;1
31;31;undirected;1
31;31;undirected;1
31;31;undirected;1
31;31;undirected;1
31;31;undirected;1
31;31;undirected;1
31;31;undirected;1
31;31;undirected;1
31;31;undirected;1
31;31;undirected;1
31;31;undirected;1
31;31;undirected;1
31;31;undirected;1
31;31;undirected;1
31;31;undirected;1
31;31;undirected;1
174;174;undirected;1
174;174;undirected;1
175;176;undirected;1
175;767;undirected;1
176;767;undirected;1
39;39;undirected;1
39;39;undirected;1
177;177;undirected;1
178;768;undirected;1
179;179;undirected;1
180;103;undirected;1
180;103;undirected;1
181;181;undirected;1
181;181;undirected;1
181;181;undirected;1
181;181;undirected;1
182;182;undirected;1
182;608;undirected;1
182;608;undirected;1
183;184;undirected;1
183;185;undirected;1
183;186;undirected;1
183;769;undirected;1
184;185;undirected;1
184;186;undirected;1
184;769;undirected;1
185;186;undirected;1
185;769;undirected;1
186;769;undirected;1
187;187;undirected;1
187;187;undirected;1
187;187;undirected;1
187;187;undirected;1
187;187;undirected;1
187;187;undirected;1
187;187;undirected;1
187;187;undirected;1
187;187;undirected;1
187;187;undirected;1
187;187;undirected;1
187;187;undirected;1
187;16;undirected;1
187;16;undirected;1
188;78;undirected;1
188;770;undirected;1
78;770;undirected;1
189;189;undirected;1
148;148;undirected;1
148;148;undirected;1
148;148;undirected;1
148;148;undirected;1
148;148;undirected;1
148;148;undirected;1
148;148;undirected;1
148;148;undirected;1
148;148;undirected;1
148;148;undirected;1
148;62;undirected;1
148;62;undirected;1
148;62;undirected;1
148;62;undirected;1
148;268;undirected;1
62;268;undirected;1
148;106;undirected;1
190;190;undirected;1
190;771;undirected;1
190;771;undirected;1
191;16;undirected;1
191;268;undirected;1
16;268;undirected;1
192;772;undirected;1
193;193;undirected;1
193;193;undirected;1
194;8;undirected;1
194;62;undirected;1
8;62;undirected;1
195;42;undirected;1
195;42;undirected;1
195;773;undirected;1
42;773;undirected;1
196;197;undirected;1
196;198;undirected;1
196;281;undirected;1
197;198;undirected;1
197;281;undirected;1
198;281;undirected;1
199;199;undirected;1
199;199;undirected;1
199;199;undirected;1
199;199;undirected;1
200;62;undirected;1
200;72;undirected;1
200;72;undirected;1
200;72;undirected;1
200;774;undirected;1
72;774;undirected;1
201;201;undirected;1
201;201;undirected;1
202;202;undirected;1
202;202;undirected;1
203;203;undirected;1
203;203;undirected;1
203;203;undirected;1
203;203;undirected;1
203;203;undirected;1
203;203;undirected;1
203;203;undirected;1
203;203;undirected;1
203;203;undirected;1
203;203;undirected;1
203;203;undirected;1
203;203;undirected;1
203;203;undirected;1
203;203;undirected;1
203;203;undirected;1
203;203;undirected;1
203;203;undirected;1
203;203;undirected;1
203;203;undirected;1
203;203;undirected;1
203;203;undirected;1
203;203;undirected;1
203;74;undirected;1
203;69;undirected;1
204;758;undirected;1
205;288;undirected;1
206;207;undirected;1
206;149;undirected;1
206;208;undirected;1
207;149;undirected;1
207;208;undirected;1
149;208;undirected;1
206;208;undirected;1
206;775;undirected;1
208;775;undirected;1
209;161;undirected;1
61;62;undirected;1
61;62;undirected;1
210;210;undirected;1
210;210;undirected;1
210;210;undirected;1
211;776;undirected;1
207;149;undirected;1
207;208;undirected;1
149;208;undirected;1
207;149;undirected;1
207;208;undirected;1
207;777;undirected;1
149;208;undirected;1
149;777;undirected;1
208;777;undirected;1
207;149;undirected;1
207;208;undirected;1
207;777;undirected;1
149;208;undirected;1
149;777;undirected;1
208;777;undirected;1
207;149;undirected;1
207;208;undirected;1
207;777;undirected;1
149;208;undirected;1
149;777;undirected;1
208;777;undirected;1
212;213;undirected;1
212;687;undirected;1
213;687;undirected;1
214;778;undirected;1
215;498;undirected;1
215;498;undirected;1
216;694;undirected;1
217;72;undirected;1
217;218;undirected;1
217;106;undirected;1
217;219;undirected;1
217;779;undirected;1
72;218;undirected;1
72;106;undirected;1
72;219;undirected;1
72;779;undirected;1
218;106;undirected;1
218;219;undirected;1
218;779;undirected;1
106;219;undirected;1
106;779;undirected;1
219;779;undirected;1
220;220;undirected;1
220;220;undirected;1
220;688;undirected;1
221;221;undirected;1
221;780;undirected;1
222;223;undirected;1
222;781;undirected;1
223;781;undirected;1
224;224;undirected;1
225;49;undirected;1
226;226;undirected;1
227;227;undirected;1
228;782;undirected;1
229;161;undirected;1
229;161;undirected;1
229;161;undirected;1
230;231;undirected;1
230;783;undirected;1
231;783;undirected;1
232;232;undirected;1
233;233;undirected;1
233;233;undirected;1
234;235;undirected;1
234;784;undirected;1
235;784;undirected;1
236;236;undirected;1
237;237;undirected;1
238;238;undirected;1
238;238;undirected;1
239;239;undirected;1
239;239;undirected;1
239;239;undirected;1
239;48;undirected;1
239;240;undirected;1
239;142;undirected;1
48;240;undirected;1
48;142;undirected;1
240;142;undirected;1
239;48;undirected;1
239;469;undirected;1
48;469;undirected;1
239;48;undirected;1
239;469;undirected;1
48;469;undirected;1
241;241;undirected;1
241;241;undirected;1
241;241;undirected;1
241;241;undirected;1
241;241;undirected;1
241;241;undirected;1
241;241;undirected;1
242;242;undirected;1
242;242;undirected;1
243;243;undirected;1
243;243;undirected;1
243;527;undirected;1
243;692;undirected;1
244;244;undirected;1
244;244;undirected;1
244;244;undirected;1
244;244;undirected;1
244;244;undirected;1
244;244;undirected;1
244;244;undirected;1
244;244;undirected;1
244;244;undirected;1
244;244;undirected;1
244;244;undirected;1
244;244;undirected;1
244;244;undirected;1
244;244;undirected;1
244;244;undirected;1
244;244;undirected;1
244;244;undirected;1
244;244;undirected;1
244;244;undirected;1
244;244;undirected;1
244;244;undirected;1
244;244;undirected;1
244;244;undirected;1
244;244;undirected;1
244;244;undirected;1
244;244;undirected;1
244;244;undirected;1
244;244;undirected;1
244;244;undirected;1
244;244;undirected;1
244;244;undirected;1
244;244;undirected;1
244;244;undirected;1
244;244;undirected;1
244;244;undirected;1
244;244;undirected;1
244;244;undirected;1
244;785;undirected;1
245;246;undirected;1
245;247;undirected;1
245;248;undirected;1
245;249;undirected;1
245;786;undirected;1
246;247;undirected;1
246;248;undirected;1
246;249;undirected;1
246;786;undirected;1
247;248;undirected;1
247;249;undirected;1
247;786;undirected;1
248;249;undirected;1
248;786;undirected;1
249;786;undirected;1
250;250;undirected;1
251;251;undirected;1
251;251;undirected;1
252;694;undirected;1
253;253;undirected;1
254;631;undirected;1
149;149;undirected;1
149;149;undirected;1
149;149;undirected;1
149;208;undirected;1
149;208;undirected;1
149;208;undirected;1
149;208;undirected;1
149;787;undirected;1
208;787;undirected;1
149;288;undirected;1
149;288;undirected;1
149;288;undirected;1
149;106;undirected;1
255;255;undirected;1
159;160;undirected;1
159;161;undirected;1
159;760;undirected;1
160;161;undirected;1
160;760;undirected;1
161;760;undirected;1
256;256;undirected;1
256;256;undirected;1
256;256;undirected;1
256;256;undirected;1
256;257;undirected;1
256;258;undirected;1
256;788;undirected;1
257;258;undirected;1
257;788;undirected;1
258;788;undirected;1
256;259;undirected;1
256;260;undirected;1
256;261;undirected;1
256;789;undirected;1
259;260;undirected;1
259;261;undirected;1
259;789;undirected;1
260;261;undirected;1
260;789;undirected;1
261;789;undirected;1
256;259;undirected;1
256;260;undirected;1
256;261;undirected;1
256;789;undirected;1
259;260;undirected;1
259;261;undirected;1
259;789;undirected;1
260;261;undirected;1
260;789;undirected;1
261;789;undirected;1
256;259;undirected;1
256;260;undirected;1
256;261;undirected;1
256;789;undirected;1
259;260;undirected;1
259;261;undirected;1
