Source;Target;Type;Weight
47;242;undirected;1
48;20;undirected;1
48;242;undirected;1
20;242;undirected;1
49;45;undirected;1
2;3;undirected;1
17;3;undirected;1
10;3;undirected;1
10;54;undirected;1
3;54;undirected;1
2;243;undirected;1
2;243;undirected;1
17;3;undirected;1
2;3;undirected;1
2;54;undirected;1
3;54;undirected;1
50;13;undirected;1
50;51;undirected;1
50;14;undirected;1
13;51;undirected;1
13;14;undirected;1
51;14;undirected;1
52;45;undirected;1
14;233;undirected;1
2;53;undirected;1
2;3;undirected;1
2;54;undirected;1
2;244;undirected;1
53;3;undirected;1
53;54;undirected;1
53;244;undirected;1
3;54;undirected;1
3;244;undirected;1
54;244;undirected;1
10;3;undirected;1
10;54;undirected;1
3;54;undirected;1
55;14;undirected;1
14;233;undirected;1
4;14;undirected;1
4;233;undirected;1
14;233;undirected;1
56;21;undirected;1
14;233;undirected;1
17;13;undirected;1
19;57;undirected;1
19;56;undirected;1
57;56;undirected;1
4;14;undirected;1
4;233;undirected;1
14;233;undirected;1
58;245;undirected;1
21;246;undirected;1
14;233;undirected;1
14;233;undirected;1
59;14;undirected;1
59;247;undirected;1
14;247;undirected;1
60;16;undirected;1
60;61;undirected;1
60;248;undirected;1
16;61;undirected;1
16;248;undirected;1
61;248;undirected;1
49;45;undirected;1
13;62;undirected;1
13;249;undirected;1
62;249;undirected;1
63;64;undirected;1
63;65;undirected;1
63;23;undirected;1
64;65;undirected;1
64;23;undirected;1
65;23;undirected;1
11;24;undirected;1
58;245;undirected;1
66;18;undirected;1
66;67;undirected;1
66;68;undirected;1
66;234;undirected;1
18;67;undirected;1
18;68;undirected;1
18;234;undirected;1
67;68;undirected;1
67;234;undirected;1
68;234;undirected;1
15;17;undirected;1
15;20;undirected;1
15;69;undirected;1
15;70;undirected;1
15;250;undirected;1
17;20;undirected;1
17;69;undirected;1
17;70;undirected;1
17;250;undirected;1
20;69;undirected;1
20;70;undirected;1
20;250;undirected;1
69;70;undirected;1
69;250;undirected;1
70;250;undirected;1
2;3;undirected;1
2;71;undirected;1
2;54;undirected;1
2;56;undirected;1
3;71;undirected;1
3;54;undirected;1
3;56;undirected;1
71;54;undirected;1
71;56;undirected;1
54;56;undirected;1
11;24;undirected;1
11;4;undirected;1
11;3;undirected;1
11;14;undirected;1
4;3;undirected;1
4;14;undirected;1
3;14;undirected;1
14;251;undirected;1
4;3;undirected;1
4;14;undirected;1
3;14;undirected;1
4;3;undirected;1
4;14;undirected;1
3;14;undirected;1
4;3;undirected;1
4;14;undirected;1
3;14;undirected;1
4;68;undirected;1
72;73;undirected;1
72;14;undirected;1
73;14;undirected;1
74;252;undirected;1
19;69;undirected;1
19;57;undirected;1
19;56;undirected;1
69;57;undirected;1
69;56;undirected;1
57;56;undirected;1
52;45;undirected;1
17;14;undirected;1
75;253;undirected;1
76;162;undirected;1
60;16;undirected;1
60;61;undirected;1
60;248;undirected;1
16;61;undirected;1
16;248;undirected;1
61;248;undirected;1
17;3;undirected;1
7;8;undirected;1
7;114;undirected;1
8;114;undirected;1
7;6;undirected;1
7;6;undirected;1
77;254;undirected;1
15;5;undirected;1
15;17;undirected;1
15;78;undirected;1
15;54;undirected;1
5;17;undirected;1
5;78;undirected;1
5;54;undirected;1
17;78;undirected;1
17;54;undirected;1
78;54;undirected;1
79;80;undirected;1
79;81;undirected;1
79;6;undirected;1
79;255;undirected;1
80;81;undirected;1
80;6;undirected;1
80;255;undirected;1
81;6;undirected;1
81;255;undirected;1
6;255;undirected;1
82;136;undirected;1
72;83;undirected;1
72;256;undirected;1
83;256;undirected;1
84;85;undirected;1
84;257;undirected;1
85;257;undirected;1
7;72;undirected;1
7;114;undirected;1
72;114;undirected;1
3;228;undirected;1
3;56;undirected;1
7;72;undirected;1
7;114;undirected;1
72;114;undirected;1
86;258;undirected;1
4;14;undirected;1
87;259;undirected;1
88;4;undirected;1
7;6;undirected;1
89;90;undirected;1
89;3;undirected;1
89;14;undirected;1
89;260;undirected;1
90;3;undirected;1
90;14;undirected;1
90;260;undirected;1
3;14;undirected;1
3;260;undirected;1
14;260;undirected;1
91;261;undirected;1
92;177;undirected;1
7;72;undirected;1
7;114;undirected;1
72;114;undirected;1
93;6;undirected;1
94;95;undirected;1
94;72;undirected;1
94;96;undirected;1
94;97;undirected;1
94;98;undirected;1
94;262;undirected;1
95;72;undirected;1
95;96;undirected;1
95;97;undirected;1
95;98;undirected;1
95;262;undirected;1
72;96;undirected;1
72;97;undirected;1
72;98;undirected;1
72;262;undirected;1
96;97;undirected;1
96;98;undirected;1
96;262;undirected;1
97;98;undirected;1
97;262;undirected;1
98;262;undirected;1
7;72;undirected;1
7;99;undirected;1
7;114;undirected;1
72;99;undirected;1
72;114;undirected;1
99;114;undirected;1
100;10;undirected;1
54;6;undirected;1
17;13;undirected;1
2;101;undirected;1
2;263;undirected;1
101;263;undirected;1
60;16;undirected;1
60;61;undirected;1
16;61;undirected;1
102;60;undirected;1
102;16;undirected;1
102;61;undirected;1
60;16;undirected;1
60;61;undirected;1
16;61;undirected;1
16;61;undirected;1
103;104;undirected;1
103;105;undirected;1
103;77;undirected;1
103;106;undirected;1
103;264;undirected;1
104;105;undirected;1
104;77;undirected;1
104;106;undirected;1
104;264;undirected;1
105;77;undirected;1
105;106;undirected;1
105;264;undirected;1
77;106;undirected;1
77;264;undirected;1
106;264;undirected;1
107;108;undirected;1
107;109;undirected;1
107;77;undirected;1
108;109;undirected;1
108;77;undirected;1
109;77;undirected;1
110;13;undirected;1
110;265;undirected;1
13;265;undirected;1
17;13;undirected;1
17;150;undirected;1
13;150;undirected;1
72;6;undirected;1
6;230;undirected;1
111;258;undirected;1
14;234;undirected;1
7;112;undirected;1
7;113;undirected;1
7;114;undirected;1
7;266;undirected;1
112;113;undirected;1
112;114;undirected;1
112;266;undirected;1
113;114;undirected;1
113;266;undirected;1
114;266;undirected;1
7;8;undirected;1
6;267;undirected;1
115;253;undirected;1
88;4;undirected;1
84;268;undirected;1
116;72;undirected;1
17;13;undirected;1
17;117;undirected;1
17;269;undirected;1
13;117;undirected;1
13;269;undirected;1
117;269;undirected;1
17;4;undirected;1
118;258;undirected;1
9;119;undirected;1
119;75;undirected;1
120;14;undirected;1
120;233;undirected;1
14;233;undirected;1
121;122;undirected;1
121;270;undirected;1
122;270;undirected;1
10;3;undirected;1
123;258;undirected;1
61;124;undirected;1
61;271;undirected;1
124;271;undirected;1
111;258;undirected;1
123;258;undirected;1
123;258;undirected;1
111;258;undirected;1
123;258;undirected;1
84;79;undirected;1
84;272;undirected;1
79;272;undirected;1
2;243;undirected;1
7;6;undirected;1
4;14;undirected;1
5;72;undirected;1
2;93;undirected;1
104;125;undirected;1
104;273;undirected;1
125;273;undirected;1
17;13;undirected;1
17;14;undirected;1
17;126;undirected;1
17;274;undirected;1
13;14;undirected;1
13;126;undirected;1
13;274;undirected;1
14;126;undirected;1
14;274;undirected;1
126;274;undirected;1
104;125;undirected;1
104;125;undirected;1
87;259;undirected;1
14;275;undirected;1
127;128;undirected;1
127;253;undirected;1
128;253;undirected;1
129;130;undirected;1
129;276;undirected;1
130;276;undirected;1
3;228;undirected;1
10;131;undirected;1
10;3;undirected;1
131;3;undirected;1
132;4;undirected;1
132;133;undirected;1
132;14;undirected;1
132;134;undirected;1
132;277;undirected;1
4;133;undirected;1
4;14;undirected;1
4;134;undirected;1
4;277;undirected;1
133;14;undirected;1
133;134;undirected;1
133;277;undirected;1
14;134;undirected;1
14;277;undirected;1
134;277;undirected;1
7;278;undirected;1
2;71;undirected;1
135;3;undirected;1
16;61;undirected;1
16;279;undirected;1
61;279;undirected;1
2;56;undirected;1
2;56;undirected;1
2;280;undirected;1
136;281;undirected;1
137;77;undirected;1
4;14;undirected;1
4;233;undirected;1
14;233;undirected;1
5;72;undirected;1
5;114;undirected;1
72;114;undirected;1
17;8;undirected;1
17;114;undirected;1
8;114;undirected;1
17;114;undirected;1
17;122;undirected;1
114;122;undirected;1
138;258;undirected;1
123;258;undirected;1
17;3;undirected;1
17;282;undirected;1
88;72;undirected;1
139;247;undirected;1
123;140;undirected;1
123;258;undirected;1
140;258;undirected;1
123;258;undirected;1
17;3;undirected;1
102;16;undirected;1
102;61;undirected;1
16;61;undirected;1
141;142;undirected;1
141;21;undirected;1
142;21;undirected;1
17;14;undirected;1
143;275;undirected;1
7;6;undirected;1
7;99;undirected;1
7;72;undirected;1
7;114;undirected;1
72;114;undirected;1
72;283;undirected;1
17;13;undirected;1
144;258;undirected;1
145;146;undirected;1
145;6;undirected;1
145;284;undirected;1
146;6;undirected;1
146;284;undirected;1
6;284;undirected;1
147;6;undirected;1
119;285;undirected;1
119;286;undirected;1
84;257;undirected;1
7;6;undirected;1
2;243;undirected;1
4;3;undirected;1
4;14;undirected;1
3;14;undirected;1
148;149;undirected;1
148;287;undirected;1
149;287;undirected;1
150;14;undirected;1
16;61;undirected;1
13;151;undirected;1
13;54;undirected;1
151;54;undirected;1
7;72;undirected;1
7;114;undirected;1
72;114;undirected;1
7;72;undirected;1
7;114;undirected;1
72;114;undirected;1
152;17;undirected;1
152;153;undirected;1
152;54;undirected;1
17;153;undirected;1
17;54;undirected;1
153;54;undirected;1
84;154;undirected;1
84;288;undirected;1
154;288;undirected;1
104;155;undirected;1
104;125;undirected;1
155;125;undirected;1
111;258;undirected;1
77;273;undirected;1
6;289;undirected;1
15;17;undirected;1
17;54;undirected;1
17;290;undirected;1
54;290;undirected;1
7;72;undirected;1
7;114;undirected;1
72;114;undirected;1
156;20;undirected;1
156;234;undirected;1
20;234;undirected;1
2;14;undirected;1
10;3;undirected;1
17;13;undirected;1
17;291;undirected;1
13;291;undirected;1
2;243;undirected;1
84;292;undirected;1
87;157;undirected;1
87;259;undirected;1
157;259;undirected;1
2;126;undirected;1
2;71;undirected;1
158;259;undirected;1
7;72;undirected;1
7;114;undirected;1
72;114;undirected;1
159;121;undirected;1
72;114;undirected;1
72;160;undirected;1
72;161;undirected;1
72;122;undirected;1
72;257;undirected;1
114;160;undirected;1
114;161;undirected;1
114;122;undirected;1
114;257;undirected;1
160;161;undirected;1
160;122;undirected;1
160;257;undirected;1
161;122;undirected;1
161;257;undirected;1
122;257;undirected;1
4;14;undirected;1
4;233;undirected;1
14;233;undirected;1
138;258;undirected;1
162;293;undirected;1
123;258;undirected;1
3;56;undirected;1
7;229;undirected;1
54;294;undirected;1
111;258;undirected;1
72;163;undirected;1
72;164;undirected;1
72;257;undirected;1
163;164;undirected;1
163;257;undirected;1
164;257;undirected;1
17;13;undirected;1
17;150;undirected;1
13;150;undirected;1
5;14;undirected;1
7;113;undirected;1
5;72;undirected;1
152;17;undirected;1
152;275;undirected;1
17;275;undirected;1
152;17;undirected;1
152;13;undirected;1
152;275;undirected;1
17;13;undirected;1
17;275;undirected;1
13;275;undirected;1
150;275;undirected;1
84;79;undirected;1
84;272;undirected;1
79;272;undirected;1
7;8;undirected;1
6;230;undirected;1
104;165;undirected;1
104;295;undirected;1
165;295;undirected;1
17;13;undirected;1
17;4;undirected;1
13;4;undirected;1
111;258;undirected;1
84;292;undirected;1
166;247;undirected;1
167;296;undirected;1
17;13;undirected;1
4;14;undirected;1
77;168;undirected;1
77;297;undirected;1
168;297;undirected;1
17;3;undirected;1
4;14;undirected;1
4;233;undirected;1
14;233;undirected;1
77;298;undirected;1
2;3;undirected;1
3;56;undirected;1
169;10;undirected;1
169;17;undirected;1
169;3;undirected;1
169;299;undirected;1
10;17;undirected;1
10;3;undirected;1
10;299;undirected;1
17;3;undirected;1
17;299;undirected;1
3;299;undirected;1
2;56;undirected;1
7;6;undirected;1
170;259;undirected;1
171;77;undirected;1
172;111;undirected;1
172;258;undirected;1
111;258;undirected;1
123;258;undirected;1
84;300;undirected;1
111;258;undirected;1
80;81;undirected;1
80;6;undirected;1
80;255;undirected;1
81;6;undirected;1
81;255;undirected;1
6;255;undirected;1
87;259;undirected;1
2;56;undirected;1
84;79;undirected;1
84;272;undirected;1
79;272;undirected;1
173;259;undirected;1
174;259;undirected;1
2;243;undirected;1
4;14;undirected;1
4;233;undirected;1
14;233;undirected;1
114;122;undirected;1
159;121;undirected;1
175;176;undirected;1
175;177;undirected;1
175;301;undirected;1
176;177;undirected;1
176;301;undirected;1
177;301;undirected;1
2;71;undirected;1
178;119;undirected;1
179;3;undirected;1
178;119;undirected;1
180;72;undirected;1
2;302;undirected;1
7;6;undirected;1
151;3;undirected;1
93;6;undirected;1
93;6;undirected;1
14;233;undirected;1
14;233;undirected;1
95;72;undirected;1
6;289;undirected;1
181;6;undirected;1
181;182;undirected;1
181;303;undirected;1
6;182;undirected;1
6;303;undirected;1
182;303;undirected;1
72;304;undirected;1
16;61;undirected;1
183;258;undirected;1
152;17;undirected;1
152;275;undirected;1
17;275;undirected;1
184;185;undirected;1
184;186;undirected;1
184;209;undirected;1
185;186;undirected;1
185;209;undirected;1
186;209;undirected;1
184;185;undirected;1
184;186;undirected;1
184;209;undirected;1
185;186;undirected;1
185;209;undirected;1
186;209;undirected;1
72;305;undirected;1
179;3;undirected;1
7;6;undirected;1
119;75;undirected;1
72;306;undirected;1
187;91;undirected;1
187;307;undirected;1
91;307;undirected;1
104;6;undirected;1
11;188;undirected;1
11;12;undirected;1
11;189;undirected;1
11;190;undirected;1
11;58;undirected;1
11;191;undirected;1
11;308;undirected;1
188;12;undirected;1
188;189;undirected;1
188;190;undirected;1
188;58;undirected;1
188;191;undirected;1
188;308;undirected;1
12;189;undirected;1
12;190;undirected;1
12;58;undirected;1
12;191;undirected;1
12;308;undirected;1
189;190;undirected;1
189;58;undirected;1
189;191;undirected;1
189;308;undirected;1
190;58;undirected;1
190;191;undirected;1
190;308;undirected;1
58;191;undirected;1
58;308;undirected;1
191;308;undirected;1
174;259;undirected;1
7;99;undirected;1
99;6;undirected;1
192;162;undirected;1
192;309;undirected;1
162;309;undirected;1
151;3;undirected;1
88;4;undirected;1
88;304;undirected;1
4;304;undirected;1
11;46;undirected;1
162;310;undirected;1
193;7;undirected;1
193;72;undirected;1
7;72;undirected;1
194;14;undirected;1
14;275;undirected;1
177;275;undirected;1
195;253;undirected;1
196;197;undirected;1
196;6;undirected;1
197;6;undirected;1
196;198;undirected;1
196;6;undirected;1
196;267;undirected;1
198;6;undirected;1
198;267;undirected;1
6;267;undirected;1
199;119;undirected;1
199;200;undirected;1
199;75;undirected;1
199;311;undirected;1
119;200;undirected;1
119;75;undirected;1
119;311;undirected;1
200;75;undirected;1
200;311;undirected;1
75;311;undirected;1
17;3;undirected;1
2;56;undirected;1
201;257;undirected;1
202;253;undirected;1
130;276;undirected;1
7;8;undirected;1
72;114;undirected;1
104;105;undirected;1
17;3;undirected;1
7;6;undirected;1
95;72;undirected;1
119;75;undirected;1
87;259;undirected;1
17;13;undirected;1
17;4;undirected;1
13;4;undirected;1
174;259;undirected;1
2;3;undirected;1
123;258;undirected;1
4;3;undirected;1
4;14;undirected;1
3;14;undirected;1
4;14;undirected;1
4;233;undirected;1
14;233;undirected;1
2;243;undirected;1
13;312;undirected;1
72;14;undirected;1
184;185;undirected;1
184;186;undirected;1
184;203;undirected;1
184;209;undirected;1
185;186;undirected;1
185;203;undirected;1
185;209;undirected;1
186;203;undirected;1
186;209;undirected;1
203;209;undirected;1
184;185;undirected;1
184;186;undirected;1
184;203;undirected;1
184;209;undirected;1
185;186;undirected;1
185;203;undirected;1
185;209;undirected;1
186;203;undirected;1
186;209;undirected;1
203;209;undirected;1
184;204;undirected;1
184;205;undirected;1
184;206;undirected;1
184;207;undirected;1
184;208;undirected;1
184;209;undirected;1
184;313;undirected;1
204;205;undirected;1
204;206;undirected;1
204;207;undirected;1
204;208;undirected;1
204;209;undirected;1
204;313;undirected;1
205;206;undirected;1
205;207;undirected;1
205;208;undirected;1
205;209;undirected;1
205;313;undirected;1
206;207;undirected;1
206;208;undirected;1
206;209;undirected;1
206;313;undirected;1
207;208;undirected;1
207;209;undirected;1
207;313;undirected;1
208;209;undirected;1
208;313;undirected;1
209;313;undirected;1
184;185;undirected;1
184;203;undirected;1
184;209;undirected;1
185;203;undirected;1
185;209;undirected;1
203;209;undirected;1
184;185;undirected;1
184;186;undirected;1
184;209;undirected;1
185;186;undirected;1
185;209;undirected;1
186;209;undirected;1
184;185;undirected;1
184;186;undirected;1
184;203;undirected;1
184;209;undirected;1
185;186;undirected;1
185;203;undirected;1
185;209;undirected;1
186;203;undirected;1
186;209;undirected;1
203;209;undirected;1
184;185;undirected;1
184;186;undirected;1
184;203;undirected;1
184;209;undirected;1
185;186;undirected;1
185;203;undirected;1
185;209;undirected;1
186;203;undirected;1
186;209;undirected;1
203;209;undirected;1
184;185;undirected;1
184;186;undirected;1
184;209;undirected;1
185;186;undirected;1
185;209;undirected;1
186;209;undirected;1
210;184;undirected;1
210;211;undirected;1
210;314;undirected;1
184;211;undirected;1
184;314;undirected;1
211;314;undirected;1
84;154;undirected;1
13;54;undirected;1
212;232;undirected;1
2;71;undirected;1
87;213;undirected;1
87;259;undirected;1
213;259;undirected;1
84;214;undirected;1
84;215;undirected;1
84;315;undirected;1
214;215;undirected;1
214;315;undirected;1
215;315;undirected;1
170;259;undirected;1
216;177;undirected;1
11;316;undirected;1
7;6;undirected;1
7;316;undirected;1
6;316;undirected;1
136;317;undirected;1
10;3;undirected;1
17;217;undirected;1
17;54;undirected;1
17;218;undirected;1
17;219;undirected;1
17;275;undirected;1
217;54;undirected;1
217;218;undirected;1
217;219;undirected;1
217;275;undirected;1
54;218;undirected;1
54;219;undirected;1
54;275;undirected;1
218;219;undirected;1
218;275;undirected;1
219;275;undirected;1
4;3;undirected;1
4;14;undirected;1
3;14;undirected;1
220;221;undirected;1
220;222;undirected;1
220;223;undirected;1
220;224;undirected;1
220;6;undirected;1
221;222;undirected;1
221;223;undirected;1
221;224;undirected;1
221;6;undirected;1
222;223;undirected;1
222;224;undirected;1
222;6;undirected;1
223;224;undirected;1
223;6;undirected;1
224;6;undirected;1
92;247;undirected;1
54;275;undirected;1
54;318;undirected;1
225;258;undirected;1
226;258;undirected;1
227;54;undirected;1
2;3;undirected;1
2;71;undirected;1
2;228;undirected;1
2;56;undirected;1
3;71;undirected;1
3;228;undirected;1
3;56;undirected;1
71;228;undirected;1
71;56;undirected;1
228;56;undirected;1
17;3;undirected;1
10;3;undirected;1
17;4;undirected;1
84;319;undirected;1
219;126;undirected;1
219;320;undirected;1
126;320;undirected;1
2;10;undirected;1
2;3;undirected;1
10;3;undirected;1
7;229;undirected;1
7;8;undirected;1
229;8;undirected;1
